loss,metrics
4.291734218597412,1.0378202199935913
3.4544525146484375,0.9202010035514832
2.9674794673919678,0.8412547707557678
2.396050453186035,0.7424841523170471
2.226271390914917,0.7415273189544678
1.5380191802978516,0.5812585353851318
2.004253625869751,0.6671037673950195
1.7569550275802612,0.6429218053817749
2.1931605339050293,0.719325065612793
1.4164005517959595,0.5756263136863708
1.6628156900405884,0.6402968764305115
1.668759822845459,0.6378301978111267
1.7633823156356812,0.6389816403388977
1.511682152748108,0.5736991763114929
1.241470217704773,0.5134116411209106
1.4561055898666382,0.5704008936882019
1.1362956762313843,0.4914310872554779
1.1369633674621582,0.5012676119804382
1.2999048233032227,0.5362964272499084
0.9725223183631897,0.4605211317539215
0.9597353339195251,0.47527700662612915
0.8443962931632996,0.4132477343082428
0.7715708613395691,0.4056486189365387
1.131460189819336,0.4962852895259857
0.8650979399681091,0.4341650903224945
1.052067756652832,0.4955298900604248
1.0963709354400635,0.4832134246826172
0.9620210528373718,0.4506598711013794
0.8093106150627136,0.3985932767391205
0.8272059559822083,0.39812585711479187
1.0438131093978882,0.4880041182041168
0.9690783619880676,0.46158134937286377
0.7471360564231873,0.3710927665233612
0.7452082633972168,0.3780968487262726
0.9257261157035828,0.40890952944755554
1.0772839784622192,0.4813191592693329
0.7922165989875793,0.40759730339050293
0.8223872780799866,0.3998067080974579
0.7364663481712341,0.4000539481639862
0.6094449162483215,0.32650044560432434
0.5708729028701782,0.31924015283584595
0.7567658424377441,0.3796056807041168
0.7461807727813721,0.39818713068962097
0.7375277876853943,0.3613167107105255
0.8769976496696472,0.42130473256111145
0.7328808903694153,0.371098130941391
0.6867660880088806,0.3502272367477417
0.7545890212059021,0.36436203122138977
0.7357527613639832,0.36625492572784424
0.7780933380126953,0.41940340399742126
0.6519196629524231,0.3541812598705292
0.6647723913192749,0.39029523730278015
0.6979265213012695,0.3547898828983307
0.51468825340271,0.3032263517379761
0.5960797667503357,0.3168673515319824
0.6386541724205017,0.348714679479599
0.7750343680381775,0.4152153432369232
0.8791683316230774,0.4081149101257324
0.4981670081615448,0.2923923134803772
0.545276939868927,0.3193361461162567
0.4494330883026123,0.2634948790073395
0.3634280860424042,0.26605910062789917
0.5873087048530579,0.2839716970920563
